fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
-0.7510075482038282,0.6442597319256366,-1.2743326871258434,-0.3142788504360251,-0.4352975228161829,-0.6580606255987278,-0.7360633022462005,0.12888364002831015,1.0089151636450997,0.06637858398870804,-0.9710266267817153
1.0100754531915996,-1.4608847460885013,1.3847389042991938,-0.1671486198585073,-0.4782344462620209,-0.8523278304648343,-0.6417696748605682,-0.7574831520795745,-0.9223890527867913,-0.7409870190913354,1.9387818266072703
-0.29653451558565336,0.01840596819170371,-1.3254686792686325,-0.6821044268798201,-0.22061290558699315,-1.240862240197047,-0.8617881387603771,-0.9200711435313367,-0.9867658600011863,-1.144669820631357,-0.5955674715057168
-0.6941984191265566,-0.37986460872989,-0.6607007814123732,0.20067695658528772,-0.24208136730991214,-0.07525901100040859,-0.296026374446583,-0.2697191777243463,0.3007702842867382,-0.9716629056856336,0.24921562786527782
-0.8078166772811,-0.03848982851138115,-0.09820486784169244,0.05354672600776991,-0.13473905869531713,-0.5609270231656747,-0.296026374446583,0.05021203126134538,0.9445383564307018,-0.913993934037059,0.5308099943222772
0.5556024205734253,-0.9488225757607383,0.6176990221573561,-0.7556695421685792,-0.15620752041823616,2.4502146522589747,0.269735389867211,-0.12286550802602371,1.0089151636450997,0.41239241388015485,0.4369452055032779
1.0668845822688713,-0.9488225757607383,1.8960988257270852,0.2742420718740468,0.745467871944361,-0.5609270231656747,-0.17030153793240654,0.6533610318081335,-0.5361282095004131,0.00870961234013347,1.9387818266072703
-0.23972538650838116,0.01840596819170371,-0.14934085998448166,-0.3878439657247842,-0.3279552142015882,-0.07525901100040859,1.8412958462944167,-0.39559375175151323,-0.27862098064282764,-0.6833180474427607,-0.9710266267817153
-1.0350531935901877,0.01840596819170371,-1.0697887185546866,-0.3878439657247842,-0.5211713697078589,1.2846114230623364,-0.07600791054677422,-0.9777636566270875,0.4295238987155309,0.9890821303658999,-0.12624352741071904
-1.7167627425174503,1.0709782071987723,-0.40502082069842743,-0.7556695421685792,1.5827378791382016,-0.8523278304648343,0.4897538537670198,-1.4707724049001483,1.9745672718610436,-0.27963524590273936,0.5308099943222772
0.612411549650697,-0.5505519988391445,-0.14934085998448166,0.20067695658528772,0.1014140202567916,-0.1723926134334618,-0.0445767014182301,0.6533610318081335,-0.7936354383579985,0.41239241388015485,-0.40783789386771835
-0.6941984191265566,-0.37986460872989,-0.6607007814123732,0.20067695658528772,-0.24208136730991214,-0.07525901100040859,-0.296026374446583,-0.2697191777243463,0.3007702842867382,-0.9716629056856336,0.24921562786527782
-0.46696190281746885,1.383905089065739,-0.35388482855563824,4.099628066889514,0.23022479059430562,1.3817450254953896,1.4326901276233432,1.1358802322455874,-0.7292586311436008,-0.4526421608484631,-1.1587562044197153
0.44198416241888094,-1.347093152682332,0.310883069300621,-0.3510614080804048,-0.5211713697078589,-0.269526215866515,-0.6103384657320241,-0.8361547608465393,-0.34299778785722546,1.0467511020144744,1.1878635160552733
2.771158454587028,-0.37986460872989,1.2824669200136152,-0.24071373514726604,-0.3494236759245072,-0.36665981829956823,-0.35888879270367124,2.0170022504356395,-1.3730267032875645,-0.5679801041456116,-1.3464857820577139
0.5556024205734253,-0.7781351856514837,0.6688350143001452,0.05354672600776991,-0.3064867524786692,-0.5609270231656747,-0.6417696748605682,0.8631519885200396,0.17201666985794548,0.527730357177304,-0.2201083162297199
-0.46696190281746885,0.2459891550040425,-1.2743326871258434,0.05354672600776991,-0.22061290558699315,-0.4637934207326214,-0.35888879270367124,-0.6211190302168589,0.3007702842867382,-0.22196627425416482,0.3430804166842787
0.8396480659597847,-0.43676040543297484,0.5665630300145668,-0.020018389280989157,-0.13473905869531713,1.7702794352276021,0.6154786902811963,0.265247761891084,-1.0511426672155841,-0.4526421608484631,-0.5955674715057168
-0.23972538650838116,0.7011555286287214,-1.3254686792686325,-0.020018389280989157,-0.19914444386407415,0.11900819386569783,-0.2645951653180389,-0.2382505342175837,0.17201666985794548,0.4700613855287294,1.1878635160552733
2.4871128092006685,0.4166765451132971,1.1290589435852476,0.20067695658528772,-0.26354982903283114,-1.0465950353309408,-0.8617881387603771,1.387629380299863,-1.115519474429979,-0.5103111324970376,0.9062691495982756
-1.659953613440178,1.2132176989564845,-0.9163807421263191,-0.6085393115910612,0.037008635088034585,0.02187459143264462,-0.6417696748605682,-1.4340589874755532,2.296451307933024,-0.5679801041456116,1.0939987272362741
0.3283659042643376,-0.2660730153237206,-0.14934085998448166,0.23745951422966743,0.1443509437026296,1.8674130376606555,1.8727270554229607,0.7582565101640866,-1.3730267032875645,-0.7409870190913354,-1.1587562044197153
2.3166854219688533,-0.7212393889483988,1.231330927870826,-0.3878439657247842,-0.6070452165995349,-0.9494614328978874,-0.7046320931176565,1.387629380299863,-1.7592875465739426,-0.33730421755131396,-1.0648914156007145
0.1011293879552499,-0.37986460872989,0.20861108501504258,-0.20393117750288667,-0.19914444386407415,1.5760122303614958,0.36402901725284337,0.6533610318081335,0.10763986264355054,-0.6833180474427607,-0.5955674715057168
-0.18291625743110948,1.127874003901857,-0.14934085998448166,0.20067695658528772,-0.09180213524947914,-0.5609270231656747,0.4897538537670198,0.05021203126134538,0.23639347707234326,-0.5679801041456116,-0.40783789386771835
0.15793851703252157,0.6158118335740941,2.100642794298242,-0.5349741963023021,6.778105616084594,0.31327539873180427,0.30116659899575515,-0.22776098638197673,-1.8880411610027354,2.834489223120284,-1.0648914156007145
-0.23972538650838116,1.0994261055503147,-1.3254686792686325,-0.4614090810135432,-0.24208136730991214,-0.8523278304648343,-0.45318242008930354,-0.03894912534122635,0.49390070592992874,-0.6833180474427607,-0.7832970491437169
1.6349758730415902,-1.4039889493854165,1.4870108885847722,-0.4614090810135432,-0.26354982903283114,0.11900819386569783,0.4268914355099316,0.6533610318081335,-0.9867658600011863,-0.4526421608484631,-0.5955674715057168
2.5439219382779408,-1.290197355979247,2.4074587471549767,0.05354672600776991,0.1658194054255486,-0.6580606255987278,-0.57890725660348,1.387629380299863,-0.7292586311436008,0.6430683004744531,0.3430804166842787
-0.1261071283538378,0.01840596819170371,-0.2516128442700599,-0.24071373514726604,-0.19914444386407415,1.673145832794549,1.338396500237711,0.013498613836750172,-0.34299778785722546,-1.144669820631357,-0.7832970491437169
-1.9439992588265373,-0.6074477955422294,-1.3766046714114217,-0.3142788504360251,-0.8431982955516436,0.02187459143264462,-0.13887032880386244,-2.7347629190895337,2.5539585367906095,0.4700613855287294,3.3467536588922635
1.123693711346144,-0.5505519988391445,0.8733789828713018,-0.09358350456974823,2.7205663504529074,-1.0465950353309408,-1.0818066026601858,1.387629380299863,-0.7936354383579985,-0.16429730260559025,-0.8771618379627161
0.21474764610979324,-1.1195099658699925,0.5665630300145668,0.5685025330290827,-0.5211713697078589,-0.5609270231656747,-0.8617881387603771,-1.087903908900873,-0.08549055899963999,0.41239241388015485,1.4694578825122726
1.7485941311961344,-1.5177805427915863,0.8733789828713018,0.78919787889536,-0.3494236759245072,-0.9494614328978874,-0.8617881387603771,0.9680474668760508,-1.2442730888587716,0.9314131587173253,-1.0648914156007145
-0.6373892900492844,-0.6643435922453143,0.15747509287225336,-0.3142788504360251,-0.09180213524947914,1.8674130376606555,0.804065945052461,0.12888364002831015,0.8157847420019091,-0.7986559907399099,-0.9710266267817153
0.49879329149615265,0.30288495170712737,-0.35388482855563824,0.34780718716280584,-0.13473905869531713,-0.07525901100040859,2.1556079375798576,0.6533610318081335,-0.5361282095004131,-0.39497318919988855,-0.8771618379627161
0.49879329149615265,-0.9488225757607383,0.36201906144341023,-0.6821044268798201,-0.5426398314307779,-1.0465950353309408,-1.0818066026601858,-0.044193899259058936,-0.7292586311436008,0.06637858398870804,0.06148605022727938
-0.29653451558565336,0.01840596819170371,0.310883069300621,-0.09358350456974823,-0.15620752041823616,0.7989434108970703,3.067113002307637,-0.10713118627258417,-0.08549055899963999,-0.33730421755131396,-0.8771618379627161
0.27155677518706595,0.13219756159787344,-1.172060702840265,-0.24071373514726604,0.6810624867756041,-0.1723926134334618,0.30116659899575515,-0.2906982733955602,-0.6648818239292058,-0.33730421755131396,0.4369452055032779
