-1.235188982252736656e+00,2.285411281254307314e-01,-1.400542472178637698e+00,3.189745123841590257e-01,-6.580988642757839013e-01
-1.270466245932764027e+00,5.155902073105055328e-01,-1.796414490467812097e+00,-2.837706950839432030e-01,2.840460672070169723e-01
1.950149864847348646e-01,-1.834203025261126330e-01,-1.396654660519335567e-01,-4.153585805325125668e-01,3.966105559542391634e-01
1.270943236070238624e+00,2.274016177043356457e-01,6.312354840205212925e-02,-8.886489150688694494e-01,2.068135039517496221e+00
3.361471974873091906e+00,8.193388391063902709e-01,1.020138450372036099e+00,-9.784823571772496287e-01,-8.659801433895569778e-01
-1.498506440604529255e-01,9.183842405354072369e-01,7.490430078657990265e-01,-2.992155529526129287e-01,-6.942508654766997855e-01
7.317612464885842050e-01,-1.320484675391782714e+00,1.898895077124068465e+00,-1.360162906125715054e-01,1.510977469406564966e+00
2.934835391911166713e+00,-2.818512601096049841e-01,-6.493237318983586803e-01,-9.349610530128933394e-01,-3.233327013814745188e-01
-3.263776661487557962e-01,1.138389253509966448e+00,-1.695013070139209210e+00,-1.892523471457336903e-01,2.430165420026851250e-02
-2.055295503447580330e-01,2.405151370817938616e+00,9.240525577933017543e-01,2.525186804597180992e-02,-1.475391985798249150e+00
-1.443890809110452311e+00,-2.412137114513161415e-02,-3.184707066439405598e-01,1.582378110910523106e-01,3.122081530463445814e-03
-8.361453490469993310e-01,1.434025581184303677e+00,1.713465707551641515e+00,-5.321679202160181088e-01,-8.317947048997018644e-01
2.775379267217037427e-01,2.033921779540227792e+00,5.847975164821748173e-01,-2.467785559032110165e-01,-1.715966290523343929e+00
1.293573759652776323e+00,1.808359791950173046e+00,-1.268599610835383418e+00,-8.005181086275726665e-01,-4.234716223454997874e-01
-6.284973882268592993e-01,7.610489011678736038e-01,3.037683650207543273e+00,-2.159905714905968055e-01,-2.102148921266207449e+00
-1.902099480066077097e+00,-2.158334983706429455e-01,-1.608289799192968550e+00,1.858052531920854622e-01,4.021432593590473087e-02
-4.649682457412901648e+00,2.361108828520263270e+00,6.462769759582651652e-01,-1.133169624445429652e-01,-2.032081074489269779e-01
8.552493472259850016e-01,-9.025535085877103292e-01,9.274164710962258251e-01,-9.747177242661242413e-02,-9.985517748826745754e-02
-1.299568425949513939e+00,-5.805146167318340211e-01,5.518525238641347475e-01,2.612645532150464911e-01,-4.715388886210998831e-01
8.246157614823840243e-01,2.207994391572390747e+00,1.200121317456175785e+00,-7.646752056474332981e-01,-1.254297832079362962e+00
-3.647012270762196029e-01,-5.980951040143209774e-01,-2.122669596625084587e+00,5.307001305858473073e-01,-1.395644254936108664e-01
-1.148158041216006842e+00,-3.742854732881124025e-01,-1.223178387290808494e-01,1.694962525553751209e-01,-3.902632966859792552e-01
-1.585643467170526844e+00,5.443031795220073521e-01,-8.865099560645314236e-01,4.149395998199175151e-01,-2.615061157579826601e-01
-7.860099199310398577e-01,-4.967491014056570758e-02,-7.230081265534008539e-01,2.650226096007769483e-01,2.226003945321141930e-01
3.270186632447649178e+00,1.948881490832212737e+00,2.631490071156257660e+00,4.433074434403493136e+00,2.050079349203402790e-01
2.572478479704592758e+00,-3.925290290501435297e-01,-1.677881462041702409e+00,1.288448118812144827e+00,2.321497223393662324e-01
6.544077355279530606e-01,-6.079095776015910335e-01,-4.961399155255136750e-01,-7.993643191830249739e-01,-3.930403632317370777e-01
9.602363147390240161e-02,8.719231046814021058e-01,-1.724261354117598621e+00,-5.471792952890290884e-01,1.826283712359939859e-01
-1.131735603778298405e+00,4.626844476289804220e-01,-1.196276320818725702e+00,1.102180632654319453e-01,-4.026920754517344658e-01
-1.331925804321650308e-01,-2.255559836240006888e+00,5.068346928873167512e-01,5.928661726487936129e-02,1.636641440571566519e-02
-1.112667429146875886e+00,9.447036734946022696e-01,7.962193508293489153e-01,4.563045509804334876e-01,-2.969372816975970886e-01
-1.300290078669106508e+00,6.953989150745127912e-01,-1.346187480613353804e+00,4.744319841010242178e-01,-3.297790502952818170e-01
6.677668097763034272e-01,1.367495614677378013e+00,2.354725676915418564e+00,2.129040530628891967e-02,-5.961198521032253783e-01
-4.937954416080881925e-01,-2.390943435230223069e-01,-3.125958031109499213e-01,-2.988470839967679038e-01,-5.175677260814209868e-01
-1.518667112629960902e+00,-6.972230985656653335e-01,3.936139882348485552e-02,3.685361350837466077e-01,-8.828263350208051530e-02
-1.952256879481407692e+00,1.959376864957623199e-01,1.265570854175613880e-01,-2.177613117648094232e-01,2.733019831885903916e-01
2.096314988201743557e+00,-1.883453805720109342e+00,2.453477714217590921e-01,-1.566437731485716967e-01,-3.122729307588453240e-01
-1.241647050999251434e+00,4.036372117139201410e-01,-7.140047918871406107e-01,6.637350169159625946e-01,1.283014972912350227e-01
-1.409814202874239975e+00,-6.301767210540386577e-01,-7.833286556118278510e-01,1.638356939832425752e-01,6.048515639720953435e-02
-5.788295055108626519e-01,5.345794813334254769e-01,-1.105597674927577989e+00,-1.844583682530178681e-01,-5.810620659095366847e-01
3.353921155405724885e+00,7.412013847831211422e-01,-1.284600455413065223e+00,4.059478917544081078e+00,9.120894712367711987e-01
-2.450602039075434613e-01,-6.848895907260718618e-02,-1.488665414577148738e+00,-8.928531365916939078e-02,5.748898587895141521e-01
-1.227959783188905973e+00,2.507499832885836666e-01,-1.643583601386430226e+00,7.558231492613797231e-01,1.311224112141780473e+00
-1.527855326758752186e-01,6.877163716210508149e-01,-1.453796179313927794e+00,-6.675594435321648978e-01,-5.119820910341532638e-01
3.049602891775329283e-01,8.212407290162662132e-01,-2.725174443918923495e-01,-8.982112980968180727e-02,-1.050225947529576931e-01
-1.884146055649690288e+00,-2.229069010766778769e-01,2.152713756813145807e+00,9.404997960351456354e-02,5.928862175766816955e-01
7.700396357186289897e-01,1.543357225768914542e+00,1.487430008317088825e-01,-3.507290291906280943e-01,-5.072293435308179443e-01
-1.783781049272748387e+00,-8.022967524824671237e-01,-9.263337115033489777e-01,4.633987759239391879e-01,1.612445889808040433e-01
-1.590080030796940935e+00,-1.977864333790240847e+00,3.805894410845783726e-01,-7.510068313215778613e-02,6.277143972737996014e-02
-1.472658020810034829e+00,9.335169124550325437e-01,1.241516529893021747e+00,-1.772248794678480399e-01,-1.959436812730455668e-01
-3.112309860652869187e+00,-2.579215994256101041e-01,2.391193445123626748e+00,-1.791615451646584312e-01,5.893765123165555231e-01
1.330373779038960924e+00,-1.001395316967980120e+00,-4.154698828823973900e-01,-9.833287688572390772e-01,-6.021006590365088895e-01
-2.018864304597935533e+00,-1.567108089354562361e+00,1.179633404913767558e+00,4.435153783887315626e-01,7.707436473835550528e-01
-4.513474446901668546e-01,1.154107901696665994e+00,-3.078573801799742646e-02,4.544101355769047945e-02,-9.222827426827533426e-01
4.398326676202792829e-01,-9.127843475752593916e-01,9.423338181946386838e-01,3.373824828422738453e-01,-3.219859347716740039e-02
-3.205314288502907338e+00,-1.793963799382589430e+00,1.603303207891098800e-02,2.234970482002808859e-02,4.028796480824569648e-01
-1.730654378345598099e+00,-1.509845751611421649e+00,4.369587176977219878e-01,3.169371935937988494e-01,3.394494317417667273e-01
-2.067653199566936273e+00,-2.899945515984732047e-01,-2.050731680308981009e+00,4.246413658840750283e-02,-2.939895297136250196e-01
1.272242964523867759e+00,5.142057238707988809e-01,-7.100446310100004821e-01,-5.378814920030666746e-01,-2.156810090883687359e-02
1.137518089094143203e+00,-2.202015426048233859e+00,1.338719579686556749e+00,-1.504302955299416711e+00,1.143145940013142070e+00
-6.405273120194342473e-01,-5.754339337522620390e-01,-7.110260825333152290e-01,-2.453324717926631260e-01,-8.291599043280580839e-01
-2.333130586164626763e-01,-1.005300821025983726e+00,-7.565953517075667545e-01,-5.215070960553417345e-01,-6.017286638712894369e-03
9.290355804484420332e-01,-2.106133719487855716e-01,-1.724784978345031083e+00,-4.071700588809750165e-01,-7.266291454160073160e-01
2.596662655280404408e+00,-2.491219949340868212e+00,1.355512573251090425e+00,-7.818557159194440276e-01,-5.056181152269332291e-01
-1.134984474709374025e+00,9.116867441007495687e-01,-7.337799710054991875e-01,4.455763093605170644e-01,-9.326925385838082949e-01
-3.109741935720700123e-01,-8.174481970376878612e-03,-9.195687855973283531e-01,1.780767003188465092e-01,2.805459379154318089e-01
-2.386817098351381006e+00,-3.478595988339412415e-01,5.083701670418193652e-01,8.360186193924483700e-01,1.901060420880813728e+00
-2.813557301909351827e-01,8.558601990236202051e-01,-1.309631043128909988e+00,-3.519594088437108526e-01,5.478452686724602505e-02
-1.867501601295480596e+00,5.478539602495526850e-01,-1.889272684500373556e+00,-2.656850531957111704e-03,7.853180636829355799e-02
3.209530113384372996e+00,-9.004883643695122952e-01,-1.577052195065000495e+00,-1.269917993864013050e+00,-8.453837169217396363e-01
-1.246012360869902080e+00,3.349051654051302673e-01,-2.113011488456550069e+00,-4.721291334979080961e-02,-1.344803891126536421e-01
-3.465660233016146230e-01,2.476272470710139118e+00,9.765462530221215021e-01,-3.734915958201028841e-01,-1.539718991401973103e+00
