lights,Press_mm_hg,RH_out,Windspeed,Visibility,T_out,T1,RH_2,RH_5,RH_6,weekday,peak
-0.5026705160903567,-0.4904270230814401,-1.1701777062525216,-1.2717054577826454,0.11127838910662856,1.337888583712143,1.9715068718067006,-0.28076198623311033,-0.34160749913735766,-1.2684561135289538,0,0
-0.5026705160903567,-0.49472159664003373,-1.1820306878749263,-1.2717054577826454,0.11127838910662856,1.3149877618470063,1.9715068718067006,-0.28076198623311033,-0.345288998677318,-1.2810995249355794,0,0
-0.5026705160903567,-0.4990161573149222,-1.1938836702085096,-1.2717054577826454,0.11127838910662856,1.3149877618470063,1.9715068718067006,-0.28076198623311033,-0.3526519988616894,-1.2901955040556086,0,0
-0.5026705160903567,-0.4990161573149222,-1.1583247239189385,-1.2055743131519367,0.11127838910662856,1.2920869399818695,1.9715068718067006,-0.28076198623311033,-0.36480094855845413,-1.318734139371866,0,0
-0.5026705160903567,-0.4990161573149222,-1.1227657776293674,-1.1394431689180153,0.11127838910662856,1.2691861181167325,1.9448390151498613,-0.28076198623311033,-0.3714276483930533,-1.3457946778167664,0,0
-0.5026705160903567,-0.4990161573149222,-1.0872068313397962,-1.0733120242873064,0.11127838910662856,1.2462852962515958,1.891503293835822,-0.28076198623311033,-0.378790648577424,-1.3609167437092662,0,0
-0.5026705160903567,-0.4990161573149222,-1.0516478850502253,-1.0071808796565977,0.11127838910662856,1.223384474386459,1.891503293835822,-0.28076198623311033,-0.39434498532104095,-1.3629633390624378,0,0
-0.5026705160903567,-0.4990161573149222,-1.0160889387606542,-0.9410497354226762,0.11127838910662856,1.2004836525213223,1.891503293835822,-0.28076198623311033,-0.3968299977590156,-1.366260631348481,0,0
-0.5026705160903567,-0.4990161573149222,-0.9805299924710831,-0.8749185907919674,0.11127838910662856,1.1775828306561857,1.8648354371789801,-0.28076198623311033,-0.40787449748334736,-1.3710928704905023,0,0
-0.5026705160903567,-0.49686887053561807,-0.9923829748046663,-0.9410497354226762,0.11127838910662856,1.223384474386459,1.8114997158649406,-0.28501001404117954,-0.4159737969130402,-1.3719456185543237,0,0
-0.5026705160903567,-0.49472159664003373,-1.0042359564270709,-1.0071808796565977,0.11127838910662856,1.2691861181167325,1.8114997158649406,-0.3104981727797154,-0.4200234471801121,-1.3719456185543237,0,0
-0.5026705160903567,-0.4925743098607296,-1.0160889387606542,-1.0733120242873064,0.11127838910662856,1.3149877618470063,1.8114997158649406,-0.3104981727797154,-0.42665014701471127,-1.3744470127611668,0,0
-0.5026705160903567,-0.4904270230814401,-1.0279419210942373,-1.1394431689180153,0.11127838910662856,1.3836902274424163,1.8114997158649406,-0.3104981727797154,-0.4340131471990819,-1.3844525902707379,0,0
-0.5026705160903567,-0.48827974918585576,-1.039794902716642,-1.2055743131519367,0.11127838910662856,1.4294918711726903,1.8114997158649406,-0.320925147669256,-0.44211244662877475,-1.3980965592918808,0,0
-0.5026705160903567,-0.4861324624065516,-1.0516478850502253,-1.2717054577826454,0.11127838910662856,1.4752935149029636,1.7821650679421661,-0.3250959370844131,-0.4454257965460744,-1.4098076325879956,0,0
-0.5026705160903567,-0.48183790173166313,-1.1583247239189385,-1.2055743131519367,0.11127838910662856,1.5668968023635108,1.7234957800969728,-0.33482777995421154,-0.4520524963806736,-1.4073062383811525,0,0
-0.5026705160903567,-0.47754332817306955,-1.2650015627876516,-1.1394431689180153,0.11127838910662856,1.6814009116891948,1.7234957800969728,-0.33482777995421154,-0.45573399592063385,-1.3847936894962665,0,0
-0.5026705160903567,-0.47324876749818107,-1.3716784016563648,-1.0733120242873064,0.11127838910662856,1.773004199149742,1.7234957800969728,-0.34641330640779383,-0.4630969961050053,-1.3550043569060382,0,0
-0.5026705160903567,-0.4689542068232926,-1.4783552405250782,-1.0071808796565977,0.11127838910662856,1.8646074866102893,1.7234957800969728,-0.28307909206448556,-0.46714664637207637,-1.4471011477987534,0,0
-0.5026705160903567,-0.46465963326469895,-1.5850320793937913,-0.9410497354226762,0.11127838910662856,1.979111595935973,1.7234957800969728,-0.30887619896808427,-0.4818726456363692,-1.619924755513598,0,0
-0.5026705160903567,-0.46036507258981046,-1.6917089182625045,-0.8749185907919674,0.11127838910662856,2.07071488339652,1.7821650679421661,-0.5595870077514591,-0.5006482951677323,-1.75283975373927,0,0
-0.5026705160903567,-0.458217785810521,-1.6798559359289214,-0.8087874461612589,0.11127838910662856,2.1394173489919304,1.8114997158649406,-0.7889804472114551,-0.5146379951867022,-1.8735888795763858,0,0
-0.5026705160903567,-0.45607051191493664,-1.6680029543065167,-0.742656301927337,0.11127838910662856,2.208119814587341,1.8114997158649406,-0.9758936194039322,-0.5337817943407276,-1.9692103624548598,0,0
-0.5026705160903567,-0.45392322513563255,-1.6561499719729336,-0.6765251572966284,0.11127838910662856,2.2768222801827513,1.8114997158649406,-1.2431331144686986,-0.540408494175326,-2.0078682746700616,0,0
-0.5026705160903567,-0.4517759383563284,-1.6442969896393502,-0.6103940126659199,0.11127838910662856,2.3684255676432984,1.8648354371789801,-1.4636443171611688,-0.5525574438720907,-2.0200341470586176,0,0
-0.5026705160903567,-0.44962866446074407,-1.6324440080169456,-0.544262868431998,0.11127838910662856,2.4371280332387086,1.891503293835822,-1.7854130254913358,-0.5525574438720907,-2.0200341470586176,0,0
-0.5026705160903567,-0.4474813776814546,-1.6205910256833624,-0.4781317238012894,0.11127838910662856,2.5058304988341193,1.891503293835822,-1.8575522409125498,-0.55752746874804,-2.0200341470586176,0,0
-0.5026705160903567,-0.4431868170065661,-1.7035619005960878,-0.4781317238012894,0.11127838910662856,2.597433786294666,1.9715068718067006,-2.060067257594526,-0.5624974936239895,-2.0200341470586176,0,0
-0.5026705160903567,-0.43889224344797245,-1.7865327747976345,-0.4781317238012894,0.11127838910662856,2.6661362518900766,1.9715068718067006,-2.1487351592971313,-0.5624974936239895,-2.0200341470586176,0,0
-0.5026705160903567,-0.43459768277308397,-1.8695036497103599,-0.4781317238012894,0.11127838910662856,2.7577395393506237,1.9955079451979654,-2.170361476785571,1.458645955928691,-2.0200341470586176,0,0
-0.5026705160903567,-0.4303031220981955,-1.9524745246230852,-0.4781317238012894,0.11127838910662856,2.849342826811171,2.0435100919804925,-2.275789774541717,3.5129229046543675,-2.0200341470586176,0,0
-0.5026705160903567,-0.4260085485396019,-2.035445398824632,-0.4781317238012894,0.11127838910662856,2.918045292406581,2.0435100919804925,-2.3958158366025595,3.4168357570526826,-2.0200341470586176,0,0
-0.5026705160903567,-0.4217139878647134,-2.1184162737373575,-0.4781317238012894,0.11127838910662856,3.0096485798671284,2.0968458132945322,-2.571606901885757,3.438924756501346,-2.0200341470586176,0,0
-0.5026705160903567,-0.4217139878647134,-2.2606520588956416,-0.4120005791705808,0.11127838910662856,3.1012518673276754,2.1528483178741484,-2.834289423680684,3.454018906492749,-2.0200341470586176,0,0
-0.5026705160903567,-0.4217139878647134,-2.402887844053926,-0.34586943493665895,0.11127838910662856,3.192855154788223,2.2115176057193415,-2.9577911431369435,3.3943786079813574,-2.0200341470586176,0,0
-0.5026705160903567,-0.4217139878647134,-2.54512362921221,-0.2797382903059503,0.11127838910662856,3.2844584422487695,2.2115176057193415,-3.066231678744205,3.1105349650660363,-2.0200341470586176,0,0
-0.5026705160903567,-0.4217139878647134,-2.6873594143704946,-0.21360714567524175,0.11127838910662856,3.3760617297093165,2.2648533270333813,-3.112264839096761,2.721032274419793,-2.0200341470586176,0,0
-0.5026705160903567,-0.4217139878647134,-2.829595199528779,-0.1474760014413199,0.11127838910662856,3.467665017169864,2.291521183690223,-3.104618392286186,2.293241985465498,-2.0200341470586176,0,0
-0.5026705160903567,-0.4217139878647134,-2.971830984687063,-0.08134485681061131,0.11127838910662856,3.559268304630411,2.3955258350523665,-3.1543589225095987,1.8809139950208185,-2.0200341470586176,0,0
-0.5026705160903567,-0.42386127464401757,-3.0192429133102174,-0.08134485681061131,0.11127838910662856,3.6050699483606845,2.4435279818348934,-3.224103796409818,1.5576783038250146,-2.0200341470586176,0,0
-0.5026705160903567,-0.4260085485396019,-3.0666548412221935,-0.08134485681061131,0.11127838910662856,3.6279707702258213,2.4701958384917355,-3.254380640893635,1.4251443071330359,-2.0200341470586176,0,0
-0.5026705160903567,-0.4281558353188914,-3.1140667698453477,-0.08134485681061131,0.11127838910662856,3.6737724139560948,2.5822008476509684,-3.2922266964984055,1.25174566146103,-2.0200341470586176,0,0
